Job Identifier,Organization Id,Job Location City,Job Location Region Code,Job First Upload Complete Datetime,Job Deliverable
184830906,10917,Lincoln,NE,9/29/2016 1:39:19 PM,complete
184830942,22287,Edmond,OK,9/29/2016 3:02:32 PM,roof
184830945,8435,Wichita,KS,9/29/2016 3:05:14 PM,complete
184830946,16640,Prairie Village,KS,9/29/2016 3:05:19 PM,roof
184830963,8787,Papillion,NE,9/29/2016 3:57:50 PM,complete
184831037,28351,Kerrville,TX,9/29/2016 6:02:11 PM,roof
184831061,13507,Carrollton,TX,9/29/2016 7:10:06 PM,roof
184831067,11499,Prairie Village,KS,9/29/2016 7:23:25 PM,complete
184831099,10917,Lincoln,NE,9/29/2016 8:12:30 PM,complete
184831271,24329,Spring,TX,9/30/2016 1:40:18 PM,roof
184831286,28543,Keller,TX,9/30/2016 2:23:02 PM,complete
184831315,11404,Shawnee,KS,9/30/2016 3:11:53 PM,roof
184831341,11404,Shawnee,KS,9/30/2016 4:05:45 PM,roof
184831365,22287,Bixby,OK,9/30/2016 4:34:08 PM,roof
184831385,24329,Houston,TX,9/30/2016 4:57:26 PM,roof
184831399,8435,Wichita,KS,9/30/2016 5:15:53 PM,complete
184831438,8727,Fargo,ND,9/30/2016 6:59:17 PM,complete
184831455,8727,Fargo,ND,9/30/2016 7:33:57 PM,complete
184831604,8417,Norman,OK,10/1/2016 3:47:32 PM,complete
184831613,24329,Houston,TX,10/1/2016 4:40:20 PM,roof
184831620,25393,Bismarck,ND,10/1/2016 5:01:07 PM,complete
184831622,24876,Nebraska,NE,10/1/2016 5:19:13 PM,complete
184831630,13507,Garland,TX,10/1/2016 5:32:06 PM,roof
184831654,8417,Rosharon,TX,10/1/2016 7:03:25 PM,complete
184831671,28336,Lewisville,TX,10/1/2016 7:41:11 PM,roof
184831718,8417,El Paso,TX,10/1/2016 10:59:33 PM,complete
184831912,28707,Oklahoma City,OK,10/2/2016 7:49:01 PM,complete
184831919,8423,Arlington,TX,10/2/2016 9:21:17 PM,complete
184831930,8417,San Antonio,TX,10/2/2016 10:42:08 PM,complete
184831989,8423,League City,TX,10/3/2016 1:17:42 PM,complete
184832029,20430,Omaha,NE,10/3/2016 2:36:21 PM,complete
184832038,10548,Montgomery,TX,10/3/2016 3:22:18 PM,complete
184832047,10575,Hickman,NE,10/3/2016 3:48:46 PM,complete
184832172,16116,Fort Worth,TX,10/3/2016 8:22:36 PM,roof
184832181,16116,Arlington,TX,10/3/2016 8:37:13 PM,roof
184832185,8451,Omaha,NE,10/3/2016 8:55:21 PM,complete
184832229,22287,Edmond,OK,10/3/2016 10:17:35 PM,roof
184832241,8417,San Antonio,TX,10/3/2016 10:38:17 PM,complete
184832354,8435,Wichita,KS,10/4/2016 1:31:43 PM,complete
184832397,14640,Arlington,TX,10/4/2016 2:53:21 PM,roof
184832410,16116,Fort Worth,TX,10/4/2016 3:15:15 PM,roof
184832419,22534,Omaha,NE,10/4/2016 3:27:43 PM,complete
184832427,13507,Dallas,TX,10/4/2016 3:47:21 PM,roof
184832430,8417,Pasadena,TX,10/4/2016 3:52:25 PM,complete
184832438,29343,Bucyrus,KS,10/4/2016 4:12:13 PM,complete
184832458,28835,Austin,TX,10/4/2016 4:48:59 PM,complete
184832548,28844,San Antonio,TX,10/4/2016 7:34:54 PM,roof
184832599,24329,Crosby,TX,10/4/2016 9:06:30 PM,roof
184832625,24329,Houston,TX,10/4/2016 10:38:38 PM,roof
184832642,8435,Wichita,KS,10/4/2016 11:35:08 PM,complete
184832652,24329,Missouri City,TX,10/5/2016 12:30:08 AM,complete
184832662,27033,Humble,TX,10/5/2016 1:07:38 AM,complete
184832751,8417,Wichita,KS,10/5/2016 2:17:27 PM,complete
184832763,14640,Plano,TX,10/5/2016 2:47:14 PM,complete
184832811,14640,Trophy Club,TX,10/5/2016 3:38:08 PM,roof
184832815,28218,Maysville,OK,10/5/2016 3:45:15 PM,roof
184832856,8423,Rocky,OK,10/5/2016 5:20:09 PM,complete
184832874,14129,Lenexa,KS,10/5/2016 5:47:49 PM,complete
184832875,28908,Lenexa,KS,10/5/2016 5:48:22 PM,complete
184832900,22488,Brock,TX,10/5/2016 6:57:22 PM,roof
184832912,16116,Arlington,TX,10/5/2016 7:23:14 PM,roof
184832914,28918,Wichita,KS,10/5/2016 7:31:22 PM,complete
184832988,8417,China Spring,TX,10/5/2016 10:28:01 PM,complete
184833005,28931,China Spring,TX,10/5/2016 10:43:01 PM,roof
184833109,28403,Fremont,NE,10/6/2016 1:19:52 PM,complete
184833170,14129,Galveston,TX,10/6/2016 3:42:56 PM,complete
184833189,24329,Sugar Land,TX,10/6/2016 4:20:23 PM,roof
184833306,27987,San Antonio,TX,10/6/2016 7:58:19 PM,complete
184833329,19003,Emporia,KS,10/6/2016 8:31:39 PM,complete
184833331,13507,Carrollton,TX,10/6/2016 8:32:40 PM,roof
184833389,8417,Sulphur,OK,10/6/2016 10:54:24 PM,complete
184833420,29046,Austin,TX,10/7/2016 12:08:06 AM,complete
184833601,8395,Andover,KS,10/7/2016 2:48:26 PM,complete
184833649,8451,Lincoln,NE,10/7/2016 3:51:04 PM,complete
184833677,24941,Wichita,KS,10/7/2016 4:24:43 PM,complete
184833750,16116,Watauga,TX,10/7/2016 6:51:08 PM,roof
184833782,29067,Sherman,TX,10/7/2016 8:26:36 PM,complete
184833784,8423,Irving,TX,10/7/2016 8:36:28 PM,complete
184833785,8435,Rose Hill,KS,10/7/2016 8:45:19 PM,complete
184833820,8417,Channelview,TX,10/7/2016 10:54:16 PM,complete
184833828,25393,Bismarck,ND,10/7/2016 11:07:11 PM,roof
184833866,29161,Allen,TX,10/8/2016 12:49:16 AM,complete
184834001,25274,Iola,KS,10/8/2016 4:33:44 PM,complete
184834082,8417,Bowie,TX,10/8/2016 9:18:40 PM,complete
184834108,24329,Katy,TX,10/8/2016 11:02:24 PM,roof
184834217,8417,Sulphur Springs,TX,10/9/2016 3:22:48 PM,complete
184834221,8451,Omaha,NE,10/9/2016 3:27:40 PM,complete
184834233,29275,Royse City,TX,10/9/2016 4:02:19 PM,complete
184834292,29294,Abilene,TX,10/9/2016 8:48:00 PM,complete
184834296,8417,Olathe,KS,10/9/2016 9:05:48 PM,complete
184834308,8417,Richardson,TX,10/9/2016 10:53:37 PM,complete
184834309,8417,Atkinson,NE,10/9/2016 11:33:39 PM,complete
184834499,23105,Overland Park,KS,10/10/2016 4:49:33 PM,complete
184834500,14640,Nevada,TX,10/10/2016 4:52:44 PM,complete
184834503,16116,Arlington,TX,10/10/2016 5:05:39 PM,roof
184834542,10917,Lincoln,NE,10/10/2016 6:24:46 PM,complete
184834547,26917,Mission,TX,10/10/2016 6:42:40 PM,complete
184834561,10160,Argyle,TX,10/10/2016 7:02:53 PM,complete
184834580,8451,Lincoln,NE,10/10/2016 7:37:00 PM,complete
184834615,13590,Bonner Springs,KS,10/10/2016 8:47:55 PM,complete
184834625,10917,Lincoln,NE,10/10/2016 9:05:27 PM,complete
184834640,11680,Olathe,KS,10/10/2016 9:38:34 PM,roof
184834641,8435,Mulvane,KS,10/10/2016 9:39:35 PM,complete
184834656,24329,Katy,TX,10/10/2016 10:39:44 PM,roof
184834658,8423,Cheney,KS,10/10/2016 10:43:13 PM,complete
184834668,8395,Houston,TX,10/10/2016 11:05:50 PM,complete
184834680,8787,Omaha,NE,10/10/2016 11:38:04 PM,complete
184834687,24329,Houston,TX,10/11/2016 12:15:17 AM,roof
184834769,8417,Killeen,TX,10/11/2016 12:56:55 PM,complete
184834784,10917,Lincoln,NE,10/11/2016 1:30:55 PM,complete
184834798,16116,Dallas,TX,10/11/2016 2:26:29 PM,roof
184834814,16116,Plano,TX,10/11/2016 2:55:12 PM,roof
184834829,13507,Dallas,TX,10/11/2016 3:20:00 PM,roof
184834864,24329,Katy,TX,10/11/2016 4:30:13 PM,roof
184834935,8785,Omaha,NE,10/11/2016 6:35:37 PM,complete
184834940,24078,Fort Worth,TX,10/11/2016 6:46:11 PM,complete
184834969,13507,Grapevine,TX,10/11/2016 7:58:49 PM,roof
184835007,29188,Grand Prairie,TX,10/11/2016 9:31:02 PM,complete
184835025,8423,Yukon,OK,10/11/2016 10:12:27 PM,complete
184835047,20510,Wamego,KS,10/11/2016 10:44:38 PM,complete
184835231,20510,Leonardville,KS,10/12/2016 2:56:16 PM,complete
184835269,28650,Montgomery,TX,10/12/2016 4:07:01 PM,complete
184835329,24329,Katy,TX,10/12/2016 6:17:26 PM,complete
184835343,24329,Missouri City,TX,10/12/2016 6:32:30 PM,roof
184835482,28908,Overland Park,KS,10/12/2016 10:17:23 PM,complete
184835519,23198,Augusta,KS,10/12/2016 11:30:21 PM,roof
184835533,8423,Dallas,TX,10/13/2016 12:20:45 AM,complete
184835584,8417,Medford,OK,10/13/2016 3:27:34 AM,complete
184835730,24329,Houston,TX,10/13/2016 4:02:16 PM,roof
184835748,24329,Houston,TX,10/13/2016 4:35:33 PM,roof
184835766,8423,Arlington,TX,10/13/2016 5:19:18 PM,complete
184835770,23198,Wichita,KS,10/13/2016 5:20:18 PM,roof
184835777,8785,Omaha,NE,10/13/2016 5:28:27 PM,complete
184835779,16610,Seward,NE,10/13/2016 5:29:13 PM,complete
184835841,28294,West Fargo,ND,10/13/2016 7:11:11 PM,complete
184835843,8435,Wichita,KS,10/13/2016 7:11:33 PM,complete
184835867,29596,Fargo,ND,10/13/2016 7:56:52 PM,complete
184835897,8417,Leander,TX,10/13/2016 8:57:32 PM,complete
184835899,8417,Leander,TX,10/13/2016 9:05:22 PM,complete
184835913,13507,Dallas,TX,10/13/2016 9:22:50 PM,roof
184835927,26893,Dallas,TX,10/13/2016 9:52:26 PM,complete
184835943,8417,Spicewood,TX,10/13/2016 10:24:31 PM,complete
184835955,8417,Fort Worth,TX,10/13/2016 11:00:26 PM,complete
184836226,8417,Lake Dallas,TX,10/14/2016 6:44:25 PM,complete
184836232,22287,Edmond,OK,10/14/2016 6:58:04 PM,complete
184836235,29740,Papillion,NE,10/14/2016 7:07:48 PM,complete
184836501,16116,Azle,TX,10/15/2016 2:23:49 PM,roof
184836510,13507,Frisco,TX,10/15/2016 2:47:49 PM,complete
184836724,29680,Columbus,NE,10/16/2016 12:52:07 AM,complete
184836892,8417,Bonner Springs,KS,10/16/2016 3:27:00 PM,complete
184836928,8423,Seward,NE,10/16/2016 5:05:46 PM,complete
184836929,24329,Houston,TX,10/16/2016 5:06:13 PM,roof
184836930,8417,Little Elm,TX,10/16/2016 5:06:12 PM,complete
184836935,13507,McKinney,TX,10/16/2016 5:18:14 PM,complete
184836955,29740,Omaha,NE,10/16/2016 6:36:12 PM,complete
184837030,8417,Keller,TX,10/16/2016 11:23:58 PM,complete
184837037,24329,Katy,TX,10/16/2016 11:48:36 PM,roof
184837041,29974,McKinney,TX,10/17/2016 12:02:36 AM,complete
184837056,8423,San Antonio,TX,10/17/2016 12:38:02 AM,complete
184837186,16116,Arlington,TX,10/17/2016 2:52:29 PM,roof
184837211,16116,Arlington,TX,10/17/2016 3:42:49 PM,roof
184837221,8395,Gardner,KS,10/17/2016 4:11:14 PM,complete
184837244,15676,Overland Park,KS,10/17/2016 4:37:00 PM,complete
184837251,8423,Tulsa,OK,10/17/2016 4:44:06 PM,complete
184837292,27793,Pierce,NE,10/17/2016 5:50:57 PM,roof
184837294,8395,Bullard,TX,10/17/2016 6:02:10 PM,complete
184837333,28403,Omaha,NE,10/17/2016 6:47:37 PM,complete
184837337,28403,Omaha,NE,10/17/2016 6:54:05 PM,complete
184837338,24329,Houston,TX,10/17/2016 6:54:34 PM,roof
184837361,30059,Leander,TX,10/17/2016 7:39:07 PM,roof
184837420,8435,Wichita,KS,10/17/2016 10:35:36 PM,complete
184837438,24329,Missouri City,TX,10/18/2016 12:14:49 AM,roof
184837637,27852,West Fargo,ND,10/18/2016 4:42:35 PM,complete
184837694,30093,San Antonio,TX,10/18/2016 6:08:30 PM,complete
184837701,13507,Richardson,TX,10/18/2016 6:12:26 PM,complete
184837756,8787,Omaha,NE,10/18/2016 7:58:27 PM,complete
184837768,14640,Arlington,TX,10/18/2016 8:19:06 PM,roof
184837774,28650,Montgomery,TX,10/18/2016 8:39:25 PM,roof
184837823,30165,Plano,TX,10/18/2016 10:05:37 PM,complete
184837849,29554,Bellaire,TX,10/18/2016 11:17:32 PM,complete
184837853,29740,Omaha,NE,10/18/2016 11:23:07 PM,complete
184837859,24329,Katy,TX,10/18/2016 11:38:57 PM,roof
184838042,13590,Prairie Village,KS,10/19/2016 3:21:04 PM,complete
184838092,24329,Houston,TX,10/19/2016 4:20:07 PM,roof
184838103,14640,Dallas,TX,10/19/2016 4:35:32 PM,complete
184838116,24329,Houston,TX,10/19/2016 5:01:52 PM,roof
184838117,30244,Muskogee,OK,10/19/2016 5:02:57 PM,complete
184838200,25393,Harvey,ND,10/19/2016 7:06:51 PM,complete
184838227,24329,Missouri City,TX,10/19/2016 8:04:13 PM,roof
184838239,15676,Olathe,KS,10/19/2016 8:39:20 PM,complete
184838263,8417,Choctaw,OK,10/19/2016 9:22:13 PM,complete
184838303,14129,Houston,TX,10/19/2016 10:17:31 PM,complete
184838334,8395,Katy,TX,10/19/2016 11:29:17 PM,complete
184838380,11123,Austin,TX,10/20/2016 1:27:15 AM,roof
184838455,30204,Weatherford,TX,10/20/2016 11:30:22 AM,roof
184838482,30335,Canyon Lake,TX,10/20/2016 1:12:30 PM,complete
184838506,14129,Austin,TX,10/20/2016 2:21:45 PM,complete
184838746,24329,Houston,TX,10/20/2016 6:13:28 PM,roof
184838807,30418,Alma,NE,10/20/2016 7:59:07 PM,complete
184838897,24329,Katy,TX,10/20/2016 11:21:43 PM,roof
184838902,30956,Atlanta,TX,10/20/2016 11:39:28 PM,complete
184838903,8423,Seagoville,TX,10/20/2016 11:40:54 PM,complete
184838912,29051,San Antonio,TX,10/21/2016 12:05:10 AM,complete
184838988,30470,Corpus Christi,TX,10/21/2016 10:26:36 AM,complete
184839119,14129,Houston,TX,10/21/2016 4:36:11 PM,complete
184839128,8785,Omaha,NE,10/21/2016 4:57:11 PM,complete
184839131,30336,Georgetown,TX,10/21/2016 5:01:15 PM,roof
184839154,14640,Arlington,TX,10/21/2016 5:40:31 PM,roof
184839192,10548,Houston,TX,10/21/2016 6:38:34 PM,complete
184839193,24078,Justin,TX,10/21/2016 6:40:11 PM,complete
184839204,30513,Haslet,TX,10/21/2016 7:19:18 PM,complete
184839237,30458,San Antonio,TX,10/21/2016 8:41:29 PM,roof
184839238,25393,Bismarck,ND,10/21/2016 8:46:39 PM,complete
184839257,8787,Omaha,NE,10/21/2016 9:53:44 PM,complete
184839259,29862,Midland,TX,10/21/2016 10:05:12 PM,roof
184839282,30512,Allen,TX,10/21/2016 11:52:37 PM,complete
184839290,30512,Allen,TX,10/22/2016 12:02:28 AM,complete
184839438,8451,Omaha,NE,10/22/2016 3:58:32 PM,complete
184839481,8451,Lincoln,NE,10/22/2016 5:57:06 PM,complete
184839582,8417,Spring,TX,10/23/2016 12:50:28 AM,complete
184839647,8423,Atchison,KS,10/23/2016 1:15:04 PM,complete
184839648,8417,Spring,TX,10/23/2016 1:26:47 PM,complete
184839785,30669,Omaha,NE,10/23/2016 11:27:29 PM,complete
184839953,8451,Omaha,NE,10/24/2016 4:47:55 PM,complete
184839955,30519,Noble,OK,10/24/2016 5:03:01 PM,complete
184839971,8423,Durant,OK,10/24/2016 6:04:01 PM,complete
184839974,15676,Lenexa,KS,10/24/2016 6:08:50 PM,roof
184839993,8451,Omaha,NE,10/24/2016 6:38:10 PM,complete
184840017,10160,Argyle,TX,10/24/2016 7:23:03 PM,complete
184840084,8785,Blair,NE,10/24/2016 10:19:20 PM,complete
184840089,24329,Houston,TX,10/24/2016 10:39:26 PM,roof
184840112,8435,Wichita,KS,10/24/2016 11:50:45 PM,complete
184840228,13755,Fort Worth,TX,10/25/2016 2:30:16 PM,complete
184840266,13507,Little Elm,TX,10/25/2016 3:35:40 PM,roof
184840287,16116,Argyle,TX,10/25/2016 4:11:26 PM,roof
184840292,24950,Longview,TX,10/25/2016 4:13:02 PM,roof
184840389,14640,Arlington,TX,10/25/2016 5:57:59 PM,roof
184840417,16116,Fort Worth,TX,10/25/2016 6:54:49 PM,roof
184840420,8451,Bellevue,NE,10/25/2016 7:07:10 PM,complete
184840430,24941,Wichita,KS,10/25/2016 7:15:32 PM,complete
184840495,8417,Lenexa,KS,10/25/2016 9:40:34 PM,complete
184840501,30184,Harvey,ND,10/25/2016 9:54:16 PM,complete
184840653,15676,Kansas City,KS,10/26/2016 3:15:04 PM,roof
184840662,8822,Papillion,NE,10/26/2016 3:15:04 PM,complete
184840710,24329,Houston,TX,10/26/2016 4:30:20 PM,roof
184840727,8417,Yantis,TX,10/26/2016 5:09:59 PM,complete
184840765,8423,Ponca City,OK,10/26/2016 6:13:58 PM,complete
184840782,8451,Weston,NE,10/26/2016 6:26:11 PM,complete
184840799,30024,Fargo,ND,10/26/2016 7:00:27 PM,complete
184840816,24329,Richmond,TX,10/26/2016 7:35:35 PM,roof
184840864,22287,Edmond,OK,10/26/2016 9:19:12 PM,roof
184840874,8451,Bellevue,NE,10/26/2016 9:48:45 PM,complete
184840875,24329,Houston,TX,10/26/2016 9:52:06 PM,roof
184840890,8417,Castroville,TX,10/26/2016 11:33:02 PM,complete
184841019,28918,Goodland,KS,10/27/2016 3:18:16 PM,complete
184841035,8822,Omaha,NE,10/27/2016 3:42:38 PM,complete
184841083,29690,Lancaster,TX,10/27/2016 5:08:09 PM,complete
184841260,31022,Conroe,TX,10/27/2016 9:45:47 PM,roof
184841294,24329,Houston,TX,10/27/2016 11:17:50 PM,roof
184841297,16610,Swanton,NE,10/27/2016 11:36:28 PM,roof
184841394,23198,Derby,KS,10/28/2016 2:17:50 PM,roof
184841406,28403,Omaha,NE,10/28/2016 2:43:30 PM,complete
184841445,30915,Lincoln,NE,10/28/2016 4:30:31 PM,complete
184841476,30598,New Town,ND,10/28/2016 5:30:23 PM,roof
184841628,24519,Tyler,TX,10/29/2016 12:08:13 AM,complete
184841878,31180,Pittsburg,KS,10/29/2016 1:13:21 PM,complete
184841903,13507,Dallas,TX,10/29/2016 3:23:38 PM,roof
184841908,9462,Spring Hill,KS,10/29/2016 3:39:11 PM,complete
184842039,8395,Orange,TX,10/29/2016 11:16:20 PM,complete
184842131,8417,Austin,TX,10/30/2016 3:20:06 PM,complete
184842190,29740,Omaha,NE,10/30/2016 8:17:23 PM,complete
184842215,8417,Apache,OK,10/30/2016 9:57:20 PM,complete
184842222,8417,Lake Jackson,TX,10/30/2016 10:33:37 PM,complete
184842431,10575,Lincoln,NE,10/31/2016 3:27:55 PM,complete
184842443,29740,Omaha,NE,10/31/2016 4:02:20 PM,complete
184842463,31345,River Oaks,TX,10/31/2016 4:57:30 PM,complete
184842464,31345,River Oaks,TX,10/31/2016 4:57:53 PM,roof
184842521,21632,Edmond,OK,10/31/2016 7:30:22 PM,roof
184842545,25369,Friendswood,TX,10/31/2016 8:17:42 PM,complete
184842729,14640,Grand Prairie,TX,11/1/2016 2:35:18 PM,roof
184842735,106946,Austin,TX,11/1/2016 2:47:14 PM,complete
184842739,8451,Omaha,NE,11/1/2016 2:50:40 PM,complete
184842745,20510,Manhattan,KS,11/1/2016 3:15:39 PM,complete
184842747,11515,Austin,TX,11/1/2016 3:19:09 PM,roof
184842756,31345,Fort Worth,TX,11/1/2016 3:29:36 PM,complete
184842774,25274,Leavenworth,KS,11/1/2016 3:58:08 PM,complete
184842781,8451,Omaha,NE,11/1/2016 4:18:56 PM,complete
184842851,25274,Overland Park,KS,11/1/2016 6:25:56 PM,complete
184842855,24329,Houston,TX,11/1/2016 6:30:18 PM,roof
184842915,28351,Kerrville,TX,11/1/2016 7:33:16 PM,complete
184842929,24329,Houston,TX,11/1/2016 8:00:37 PM,roof
184842960,24329,Houston,TX,11/1/2016 9:16:07 PM,roof
184842974,24329,Houston,TX,11/1/2016 9:57:45 PM,roof
184842977,8451,Omaha,NE,11/1/2016 10:02:42 PM,complete
184842987,31336,Bennet,NE,11/1/2016 10:22:10 PM,complete
184843002,8417,Sioux Falls,SD,11/1/2016 10:57:48 PM,complete
184843129,13507,Carrollton,TX,11/2/2016 1:03:03 PM,roof
184843184,23788,Granbury,TX,11/2/2016 3:25:47 PM,roof
184843227,18253,Coppell,TX,11/2/2016 4:50:48 PM,complete
184843244,8417,Marshall,TX,11/2/2016 5:32:34 PM,complete
184843256,8435,Wichita,KS,11/2/2016 5:46:20 PM,complete
184843265,8395,Omaha,NE,11/2/2016 5:59:51 PM,complete
184843298,21632,Edmond,OK,11/2/2016 7:07:52 PM,roof
184843304,8435,Wichita,KS,11/2/2016 7:20:24 PM,complete
184843343,24329,Houston,TX,11/2/2016 8:56:45 PM,roof
184843356,8423,Houston,TX,11/2/2016 9:27:54 PM,complete
184843406,8417,Tulsa,OK,11/2/2016 11:51:46 PM,complete
184843541,23198,Derby,KS,11/3/2016 2:48:27 PM,roof
184843555,8423,Lewisville,TX,11/3/2016 3:31:32 PM,complete
184843663,8423,Houston,TX,11/3/2016 6:29:45 PM,complete
184843667,21632,Edmond,OK,11/3/2016 6:41:29 PM,roof
184843704,31601,Burleson,TX,11/3/2016 7:35:05 PM,roof
184843763,8451,La Vista,NE,11/3/2016 9:38:01 PM,complete
184843789,8417,Jennings,OK,11/3/2016 10:23:12 PM,complete
184843794,8417,Tulsa,OK,11/3/2016 10:38:50 PM,complete
184843956,30335,Fair Oaks Ranch,TX,11/4/2016 2:19:00 PM,complete
184843979,14640,Murphy,TX,11/4/2016 3:07:09 PM,complete
184844007,10695,Liberty,TX,11/4/2016 4:17:30 PM,complete
184844028,10160,Coppell,TX,11/4/2016 4:42:56 PM,complete
184844033,13507,Fort Worth,TX,11/4/2016 5:05:04 PM,complete
184844056,24329,Houston,TX,11/4/2016 5:35:57 PM,roof
184844076,30335,Boerne,TX,11/4/2016 6:28:53 PM,complete
184844079,8822,Bellevue,NE,11/4/2016 6:32:27 PM,complete
184844084,16116,Keller,TX,11/4/2016 6:48:31 PM,roof
184844415,8417,El Paso,TX,11/5/2016 5:56:15 PM,complete
184844421,22287,Enid,OK,11/5/2016 6:36:20 PM,roof
184844427,24329,Katy,TX,11/5/2016 6:46:51 PM,roof
184844429,8417,Manhattan,KS,11/5/2016 7:06:37 PM,complete
184844469,8417,Jacksonville,TX,11/5/2016 8:25:14 PM,complete
184844484,8395,Omaha,NE,11/5/2016 9:35:40 PM,complete
184844533,8417,Omaha,NE,11/6/2016 3:18:30 AM,complete
184844634,8423,Austin,TX,11/6/2016 4:21:15 PM,complete
184844662,8417,Augusta,KS,11/6/2016 6:47:59 PM,complete
184844663,8417,Silver Lake,KS,11/6/2016 6:49:26 PM,complete
184844678,30977,Houston,TX,11/6/2016 7:58:09 PM,roof
184844881,31970,Inman,KS,11/7/2016 2:20:22 PM,complete
184844953,29862,Odessa,TX,11/7/2016 4:59:42 PM,roof
184844958,17298,Dallas,TX,11/7/2016 5:23:23 PM,roof
184845045,24329,Richmond,TX,11/7/2016 7:55:38 PM,roof
184845123,23105,Olathe,KS,11/7/2016 10:58:14 PM,complete
184845124,8423,Tahlequah,OK,11/7/2016 11:05:01 PM,complete
184845126,8417,Wichita Falls,TX,11/7/2016 11:09:03 PM,complete
184845306,32079,Mansfield,TX,11/8/2016 2:47:01 PM,complete
184845358,14640,Arlington,TX,11/8/2016 4:07:24 PM,roof
184845392,29740,Omaha,NE,11/8/2016 5:12:39 PM,complete
184845404,10917,Lincoln,NE,11/8/2016 5:36:52 PM,complete
184845521,8451,Plattsmouth,NE,11/8/2016 9:26:45 PM,complete
184845557,8417,McKinney,TX,11/8/2016 11:13:47 PM,complete
184845558,8451,Omaha,NE,11/8/2016 11:22:10 PM,complete
184845686,31409,Austin,TX,11/9/2016 3:16:29 PM,roof
184845690,106946,Austin,TX,11/9/2016 3:26:12 PM,complete
184845707,23198,Wichita,KS,11/9/2016 4:04:32 PM,roof
184845866,13507,Fort Worth,TX,11/9/2016 8:11:58 PM,roof
184845936,10917,Lincoln,NE,11/9/2016 10:51:19 PM,complete
184845937,8395,Oklahoma City,OK,11/9/2016 11:04:30 PM,complete
184846117,10917,Lincoln,NE,11/10/2016 3:23:11 PM,complete
184846183,8423,Brady,TX,11/10/2016 5:27:21 PM,complete
184846193,20510,Manhattan,KS,11/10/2016 5:39:54 PM,complete
184846217,32332,Tomball,TX,11/10/2016 6:01:53 PM,complete
184846281,22917,Lewisville,TX,11/10/2016 8:13:54 PM,complete
184846294,14129,Houston,TX,11/10/2016 8:54:29 PM,complete
184846338,8417,New Caney,TX,11/10/2016 10:32:28 PM,complete
184846363,8435,Wichita,KS,11/10/2016 11:38:20 PM,complete
184846586,32428,Arlington,TX,11/11/2016 4:54:58 PM,complete
184846600,32430,Lewisville,TX,11/11/2016 5:21:28 PM,complete
184846616,32432,Conroe,TX,11/11/2016 6:18:54 PM,roof
184846619,8417,Fentress,TX,11/11/2016 6:39:17 PM,complete
184846655,25355,Converse,TX,11/11/2016 7:46:31 PM,roof
184846674,32328,Fulshear,TX,11/11/2016 8:17:49 PM,complete
184846717,8822,Omaha,NE,11/11/2016 10:30:24 PM,complete
184846730,24329,Houston,TX,11/11/2016 11:13:13 PM,roof
184846828,8417,Overland Park,KS,11/12/2016 3:37:59 PM,complete
184846837,32180,Lawton,OK,11/12/2016 4:15:36 PM,complete
184846847,14640,Waxahachie,TX,11/12/2016 5:00:53 PM,roof
184846849,24329,Missouri City,TX,11/12/2016 5:05:27 PM,roof
184846880,31458,Plano,TX,11/12/2016 6:40:37 PM,complete
184846883,24329,Houston,TX,11/12/2016 6:48:55 PM,roof
184847101,8417,Grand Prairie,TX,11/13/2016 7:22:26 PM,complete
184847102,8423,Houston,TX,11/13/2016 7:34:45 PM,complete
184847216,31678,Lincoln,NE,11/14/2016 3:15:46 PM,complete
184847289,25393,Bismarck,ND,11/14/2016 6:29:26 PM,roof
184847304,32591,McLoud,OK,11/14/2016 6:51:34 PM,complete
184847309,28403,Omaha,NE,11/14/2016 6:56:34 PM,complete
184847310,29275,Dallas,TX,11/14/2016 6:57:32 PM,complete
184847369,24329,Houston,TX,11/14/2016 8:38:51 PM,roof
184847391,14129,Spring,TX,11/14/2016 9:08:47 PM,complete
184847434,10575,Omaha,NE,11/14/2016 10:12:14 PM,complete
184847450,8822,Omaha,NE,11/14/2016 11:02:52 PM,complete
184847457,8417,Waxahachie,TX,11/14/2016 11:32:56 PM,complete
184847594,24329,Houston,TX,11/15/2016 2:37:54 PM,roof
184847666,13507,Plano,TX,11/15/2016 5:06:15 PM,roof
184847671,31897,Houston,TX,11/15/2016 5:10:19 PM,complete
184847688,32711,Dallas,TX,11/15/2016 5:38:21 PM,complete
184847689,8787,Omaha,NE,11/15/2016 5:38:39 PM,complete
184847707,25355,San Antonio,TX,11/15/2016 6:08:28 PM,roof
184847717,25355,San Antonio,TX,11/15/2016 6:29:31 PM,roof
184847721,8451,Omaha,NE,11/15/2016 6:37:10 PM,complete
184847779,22287,Edmond,OK,11/15/2016 8:45:38 PM,roof
184847792,28403,Omaha,NE,11/15/2016 9:03:32 PM,complete
184847833,31856,Oklahoma City,OK,11/15/2016 10:43:27 PM,complete
184847837,31856,Oklahoma City,OK,11/15/2016 10:50:49 PM,complete
184847846,8423,Choctaw,OK,11/15/2016 11:19:15 PM,complete
184848060,32828,Gretna,NE,11/16/2016 5:23:41 PM,roof
184848069,32828,Gretna,NE,11/16/2016 5:39:29 PM,roof
184848090,24329,Missouri City,TX,11/16/2016 6:09:12 PM,roof
184848091,21632,Gracemont,OK,11/16/2016 6:09:59 PM,roof
184848128,25274,Shawnee,KS,11/16/2016 7:12:13 PM,complete
