Job Identifier,Organization Id,Job Location City,Job Location Region Code,Job First Upload Complete Datetime,Job Deliverable
185368563,123998,West Point,NE,6/12/2018 4:26:07 PM,complete
185368566,123998,Shelton,NE,6/12/2018 4:26:30 PM,complete
185368571,123998,Columbus,NE,6/12/2018 4:28:45 PM,complete
185368593,123998,Columbus,NE,6/12/2018 4:39:32 PM,complete
185368603,8451,Fremont,NE,6/12/2018 4:42:32 PM,complete
185368634,27213,Omaha,NE,6/12/2018 4:53:55 PM,complete
185368639,143394,Edmond,OK,6/12/2018 4:55:48 PM,complete
185368645,118216,Mansfield,TX,6/12/2018 4:57:09 PM,complete
185368655,123998,Bee,NE,6/12/2018 4:59:26 PM,complete
185368661,123998,Clarks,NE,6/12/2018 5:02:39 PM,complete
185368663,122987,Carrollton,TX,6/12/2018 5:03:35 PM,complete
185368666,35280,Galveston,TX,6/12/2018 5:05:06 PM,complete
185368713,118216,Euless,TX,6/12/2018 5:23:20 PM,complete
185368717,126418,Stillwater,OK,6/12/2018 5:24:35 PM,roof_estimate
185368722,123998,Omaha,NE,6/12/2018 5:25:58 PM,complete
185368724,123998,Columbus,NE,6/12/2018 5:26:18 PM,complete
185368727,92098,Overland Park,KS,6/12/2018 5:27:03 PM,complete
185368735,123998,Dodge,NE,6/12/2018 5:30:18 PM,complete
185368738,123998,Lindsay,NE,6/12/2018 5:31:25 PM,complete
185368744,123998,Columbus,NE,6/12/2018 5:34:37 PM,complete
185368746,123998,Shelton,NE,6/12/2018 5:34:43 PM,complete
185368758,11589,Wichita,KS,6/12/2018 5:41:49 PM,complete
185368767,56815,Carrollton,TX,6/12/2018 5:44:17 PM,complete
185368798,123998,Oxford,NE,6/12/2018 5:52:06 PM,complete
185368804,139917,Beaumont,TX,6/12/2018 5:53:40 PM,roof
185368808,10859,Rapid City,SD,6/12/2018 5:56:08 PM,roof
185368821,123998,Aberdeen,SD,6/12/2018 6:00:23 PM,complete
185368830,150693,Austin,TX,6/12/2018 6:04:03 PM,roof_estimate
185368832,135342,Quinter,KS,6/12/2018 6:04:26 PM,roof
185368834,123998,Columbus,NE,6/12/2018 6:05:43 PM,complete
185368836,123998,Snyder,NE,6/12/2018 6:05:59 PM,complete
185368859,123998,Oakland,NE,6/12/2018 6:11:59 PM,complete
185368885,123998,Newman Grove,NE,6/12/2018 6:21:03 PM,complete
185368897,108664,Wellsville,KS,6/12/2018 6:25:15 PM,complete
185368900,132261,Prosper,TX,6/12/2018 6:27:08 PM,complete
185368921,123998,Columbus,NE,6/12/2018 6:34:19 PM,complete
185368925,108664,Shawnee,KS,6/12/2018 6:34:53 PM,complete
185368963,123998,Columbus,NE,6/12/2018 6:49:07 PM,complete
185368967,40570,Harrisburg,SD,6/12/2018 6:50:39 PM,complete
185368978,85210,Amarillo,TX,6/12/2018 6:55:32 PM,complete
185368979,123998,Newman Grove,NE,6/12/2018 6:55:42 PM,complete
185368985,129705,Louisburg,KS,6/12/2018 6:57:29 PM,roof
185368995,13571,Omaha,NE,6/12/2018 7:01:21 PM,complete
185369001,139472,Carrollton,TX,6/12/2018 7:04:07 PM,roof
185369003,34789,Omaha,NE,6/12/2018 7:04:12 PM,complete
185369005,68002,La Porte,TX,6/12/2018 7:05:09 PM,complete
185369010,144481,Magnolia,TX,6/12/2018 7:07:41 PM,complete
185369028,123998,Snyder,NE,6/12/2018 7:12:56 PM,complete
185369031,123998,Columbus,NE,6/12/2018 7:13:52 PM,complete
185369034,123998,Minden,NE,6/12/2018 7:14:38 PM,complete
185369056,8451,Omaha,NE,6/12/2018 7:19:05 PM,complete
185369058,11589,Wichita,KS,6/12/2018 7:19:18 PM,complete
185369119,78052,Quanah,TX,6/12/2018 7:44:32 PM,complete
185369123,27033,Missouri City,TX,6/12/2018 7:45:58 PM,complete
185369128,123998,Snyder,NE,6/12/2018 7:49:10 PM,complete
185369134,10548,Tiki Island,TX,6/12/2018 7:52:16 PM,complete
185369145,8395,Leavenworth,KS,6/12/2018 7:55:12 PM,complete
185369146,68002,Dayton,TX,6/12/2018 7:55:22 PM,complete
185369155,123998,Columbus,NE,6/12/2018 7:59:24 PM,complete
185369156,32459,New Leipzig,ND,6/14/2018 1:59:26 AM,complete
185369174,129383,Lawrence,KS,6/12/2018 8:07:38 PM,roof
185369180,150693,San Antonio,TX,6/12/2018 8:12:36 PM,complete
185369184,146859,College Station,TX,6/12/2018 8:13:34 PM,roof
185369186,123998,Saint Paul,NE,6/12/2018 8:15:51 PM,complete
185369187,123998,Scribner,NE,6/12/2018 8:16:05 PM,complete
185369192,123998,Lyons,NE,6/12/2018 8:18:53 PM,complete
185369197,123998,Oakland,NE,6/12/2018 8:20:03 PM,complete
185369201,78052,Carrollton,TX,6/12/2018 8:21:58 PM,complete
185369216,123998,Oakland,NE,6/12/2018 8:28:51 PM,complete
185369231,27852,Cummings,ND,6/12/2018 8:35:35 PM,complete
185369245,123998,Plattsmouth,NE,6/12/2018 8:41:06 PM,complete
185369264,123998,Ipswich,SD,6/12/2018 8:50:10 PM,complete
185369268,8435,Wichita,KS,6/12/2018 8:54:02 PM,complete
185369269,13571,Papillion,NE,6/12/2018 8:54:03 PM,complete
185369287,144671,Gurley,NE,6/12/2018 9:01:41 PM,roof
185369299,24128,Olathe,KS,6/12/2018 9:10:46 PM,roof
185369306,27213,Papillion,NE,6/12/2018 9:14:01 PM,complete
185369329,8435,Wichita,KS,6/12/2018 9:24:15 PM,roof
185369375,8435,Winfield,KS,6/12/2018 9:44:23 PM,complete
185369401,68002,Montgomery,TX,6/12/2018 9:57:07 PM,complete
185369416,142953,North Platte,NE,6/12/2018 10:02:28 PM,complete
185369420,24329,Houston,TX,6/12/2018 10:05:01 PM,roof
185369433,24329,Sugar Land,TX,6/12/2018 10:12:18 PM,roof
185369457,24329,Houston,TX,6/12/2018 10:24:00 PM,roof
185369468,132261,Carrollton,TX,6/12/2018 10:29:14 PM,roof
185369474,129708,Rapid City,SD,6/12/2018 10:35:14 PM,roof
185369476,142580,Oklahoma City,OK,6/12/2018 10:35:20 PM,complete
185369516,134217,Georgetown,TX,6/12/2018 11:07:44 PM,roof
185369543,118734,Southlake,TX,6/12/2018 11:32:34 PM,complete
185369545,139917,Auburn,KS,6/12/2018 11:35:27 PM,complete
185369555,40570,Elk Point,SD,6/12/2018 11:42:24 PM,complete
185369557,125740,Overland Park,KS,6/12/2018 11:42:35 PM,roof
185369559,129383,Overland Park,KS,6/12/2018 11:45:08 PM,roof
185369567,120279,Fort Worth,TX,6/12/2018 11:57:31 PM,complete
185369597,8395,Spring,TX,6/13/2018 12:31:07 AM,complete
185369599,120279,Fort Worth,TX,6/13/2018 12:34:34 AM,complete
185369604,8435,Wichita,KS,6/13/2018 12:39:10 AM,roof
185369610,134217,Hutto,TX,6/13/2018 12:59:45 AM,complete
185369611,8395,Coppell,TX,6/13/2018 1:01:52 AM,complete
185369622,40570,Lincoln,NE,6/13/2018 1:46:10 AM,complete
185369645,8395,Carrollton,TX,6/13/2018 3:56:10 AM,complete
185369679,8785,West Point,NE,6/13/2018 11:32:40 AM,complete
185369716,35280,Houston,TX,6/13/2018 1:00:34 PM,complete
185369734,55156,Port Neches,TX,6/13/2018 1:10:50 PM,complete
185369762,132261,Carrollton,TX,6/13/2018 1:29:52 PM,roof
185369790,78052,Wichita Falls,TX,6/13/2018 1:43:01 PM,complete
185369806,123998,Garland,NE,6/13/2018 1:50:39 PM,complete
185369814,123998,Columbus,NE,6/13/2018 1:53:39 PM,complete
185369844,35280,San Antonio,TX,6/13/2018 2:09:30 PM,complete
185369871,8727,Stillwater,OK,6/13/2018 2:15:48 PM,complete
185369886,123998,Columbus,NE,6/13/2018 2:20:10 PM,complete
185369905,16610,Dorchester,NE,6/13/2018 2:26:19 PM,complete
185369926,16610,Dorchester,NE,6/13/2018 2:30:43 PM,complete
185369928,118693,Basehor,KS,6/13/2018 2:32:46 PM,roof
185369939,132261,Carrollton,TX,6/13/2018 2:40:09 PM,roof
185369945,120465,San Antonio,TX,6/13/2018 2:42:44 PM,roof
185369965,8785,Omaha,NE,6/13/2018 2:51:57 PM,complete
185369976,131230,Aransas Pass,TX,6/13/2018 2:54:50 PM,complete
185369980,122987,Carrollton,TX,6/13/2018 11:21:02 PM,complete
185369984,8787,Lincoln,NE,6/13/2018 3:00:24 PM,complete
185369986,35280,San Antonio,TX,6/13/2018 3:00:23 PM,complete
185370009,122726,Independence,KS,6/13/2018 3:10:53 PM,complete
185370036,132261,Carrollton,TX,6/13/2018 3:19:22 PM,complete
185370037,8785,Omaha,NE,6/13/2018 3:19:50 PM,complete
185370048,123998,David City,NE,6/13/2018 3:22:50 PM,complete
185370054,22484,Omaha,NE,6/13/2018 3:25:32 PM,roof
185370066,38546,Carrollton,TX,6/13/2018 3:30:53 PM,roof
185370084,123998,Lincoln,NE,6/13/2018 3:36:55 PM,complete
185370103,23198,Andover,KS,6/13/2018 3:42:47 PM,roof
185370127,16610,Denton,NE,6/13/2018 3:51:02 PM,roof
185370138,32459,Velva,ND,6/13/2018 3:57:15 PM,complete
185370143,123998,Columbus,NE,6/13/2018 3:57:58 PM,complete
185370144,27852,Fargo,ND,6/13/2018 3:58:25 PM,complete
185370151,141087,Liberal,KS,6/13/2018 4:00:35 PM,complete
185370155,11589,Great Bend,KS,6/13/2018 4:02:18 PM,complete
185370158,123998,Columbus,NE,6/13/2018 4:02:41 PM,complete
185370159,136060,Carrollton,TX,6/13/2018 4:03:13 PM,roof
185370170,123998,Omaha,NE,6/13/2018 4:07:50 PM,complete
185370173,13714,San Antonio,TX,6/13/2018 4:07:51 PM,roof
185370177,78052,Dallas,TX,6/13/2018 4:09:55 PM,complete
185370192,27852,Walcott,ND,6/14/2018 2:09:30 AM,complete
185370199,136233,Bellevue,NE,6/13/2018 4:15:21 PM,complete
185370208,123998,Columbus,NE,6/13/2018 4:17:34 PM,complete
185370215,27852,Fargo,ND,6/13/2018 4:20:08 PM,complete
185370226,16610,Milford,NE,6/13/2018 4:22:39 PM,roof
185370228,8451,Bellevue,NE,6/13/2018 4:22:59 PM,complete
185370234,40570,South Sioux City,NE,6/13/2018 4:25:21 PM,complete
185370239,40570,South Sioux City,NE,6/13/2018 4:26:44 PM,complete
185370246,122987,Carrollton,TX,6/13/2018 4:29:27 PM,complete
185370254,123998,Omaha,NE,6/13/2018 4:31:30 PM,complete
185370262,117067,San Antonio,TX,6/13/2018 4:38:00 PM,complete
185370285,27852,Fargo,ND,6/13/2018 4:44:52 PM,complete
185370320,27852,Fargo,ND,6/13/2018 4:55:30 PM,complete
185370321,134061,Overland Park,KS,6/13/2018 4:55:57 PM,roof
185370340,123998,Columbus,NE,6/13/2018 5:03:34 PM,complete
185370358,123998,Bellwood,NE,6/13/2018 5:08:52 PM,complete
185370359,123998,Columbus,NE,6/13/2018 5:09:13 PM,complete
185370364,18108,Choctaw,OK,6/13/2018 5:09:54 PM,complete
185370414,8785,Columbus,NE,6/13/2018 5:24:16 PM,complete
185370417,123998,David City,NE,6/13/2018 5:25:04 PM,complete
185370418,123998,Falls City,NE,6/13/2018 5:25:25 PM,complete
185370423,123998,Plattsmouth,NE,6/13/2018 5:27:39 PM,complete
185370432,123998,Lincoln,NE,6/13/2018 5:31:51 PM,complete
185370461,16610,Staplehurst,NE,6/13/2018 5:43:01 PM,roof
185370473,123998,Oxford,NE,6/13/2018 5:47:42 PM,complete
185370479,122726,Independence,KS,6/13/2018 5:48:04 PM,complete
185370497,146922,Richardson,TX,6/13/2018 5:58:30 PM,complete
185370503,68002,Hempstead,TX,6/13/2018 6:03:00 PM,complete
185370517,123998,Kearney,NE,6/13/2018 6:07:53 PM,complete
185370518,124616,Haltom City,TX,6/13/2018 6:08:05 PM,complete
185370523,123998,Gretna,NE,6/13/2018 6:09:47 PM,complete
185370524,123998,Falls City,NE,6/13/2018 6:09:58 PM,complete
185370530,123998,Columbus,NE,6/13/2018 6:11:28 PM,complete
185370532,123998,Kearney,NE,6/13/2018 6:11:52 PM,complete
185370536,122987,Carrollton,TX,6/15/2018 12:16:41 AM,complete
185370577,54600,Andover,KS,6/13/2018 6:28:02 PM,complete
185370588,146757,Houston,TX,6/13/2018 6:32:58 PM,roof
185370590,150693,Austin,TX,6/13/2018 6:34:24 PM,roof_estimate
185370593,123998,Columbus,NE,6/13/2018 6:35:18 PM,complete
185370611,16610,Seward,NE,6/13/2018 6:43:55 PM,complete
185370613,16610,Columbus,NE,6/13/2018 6:44:45 PM,roof_estimate
185370657,123998,Omaha,NE,6/13/2018 7:02:52 PM,complete
185370705,118581,Carrollton,TX,6/13/2018 7:21:25 PM,roof
185370717,123998,Gretna,NE,6/13/2018 7:25:18 PM,complete
185370724,123998,Columbus,NE,6/13/2018 7:29:05 PM,complete
185370737,137300,San Antonio,TX,6/13/2018 7:30:51 PM,complete
185370753,38546,Denton,TX,6/13/2018 7:36:05 PM,roof
185370756,132261,Carrollton,TX,6/13/2018 7:37:52 PM,complete
185370758,123998,Gretna,NE,6/13/2018 7:37:52 PM,complete
185370759,123998,Columbus,NE,6/13/2018 7:37:52 PM,complete
185370765,150693,San Antonio,TX,6/13/2018 7:40:52 PM,complete
185370769,123998,Union,NE,6/13/2018 7:42:04 PM,complete
185370779,68002,Wallis,TX,6/13/2018 7:45:30 PM,complete
185370789,123998,Plattsmouth,NE,6/13/2018 7:49:53 PM,complete
185370802,123998,Gretna,NE,6/13/2018 7:59:32 PM,complete
185370803,8435,Wichita,KS,6/13/2018 7:59:51 PM,complete
185370811,134217,Georgetown,TX,6/13/2018 8:01:11 PM,roof
185370812,123998,Gretna,NE,6/13/2018 8:02:02 PM,complete
185370815,123998,Bruno,NE,6/13/2018 8:03:55 PM,complete
185370816,68002,Sugar Land,TX,6/13/2018 8:04:52 PM,complete
185370821,129708,Hot Springs,SD,6/13/2018 8:08:30 PM,complete
185370825,47089,The Colony,TX,6/13/2018 8:10:20 PM,roof
185370841,123998,Oakland,NE,6/13/2018 8:14:53 PM,complete
185370848,141087,Wallace,KS,6/13/2018 8:20:22 PM,complete
185370857,123998,Saint Edward,NE,6/13/2018 8:24:11 PM,complete
185370861,112007,Independence,KS,6/13/2018 8:25:29 PM,complete
185370881,24329,Missouri City,TX,6/13/2018 8:35:11 PM,roof
185370899,68002,Missouri City,TX,6/13/2018 8:42:14 PM,complete
185370902,132261,Carrollton,TX,6/13/2018 8:44:18 PM,roof
185370903,123998,Gretna,NE,6/13/2018 8:44:55 PM,complete
185370905,139510,Papillion,NE,6/13/2018 8:45:56 PM,complete
185370906,24128,Gardner,KS,6/13/2018 8:46:17 PM,roof
185370916,146893,Houston,TX,6/13/2018 8:53:13 PM,roof
185370930,123998,Columbus,NE,6/13/2018 9:02:53 PM,complete
185370933,123998,Kearney,NE,6/13/2018 9:03:44 PM,complete
185370950,123998,Gretna,NE,6/13/2018 9:10:57 PM,complete
185370957,134061,Kansas City,KS,6/13/2018 9:13:40 PM,roof
185370970,68002,Houston,TX,6/13/2018 9:20:21 PM,complete
185370972,47089,The Colony,TX,6/13/2018 9:21:10 PM,roof
185371006,123998,Avoca,NE,6/13/2018 9:39:47 PM,complete
185371008,8395,Houston,TX,6/13/2018 9:40:43 PM,complete
185371019,13513,Broken Arrow,OK,6/13/2018 9:43:52 PM,complete
185371046,146991,Panhandle,TX,6/13/2018 9:57:39 PM,roof
185371055,134061,Lenexa,KS,6/13/2018 10:02:45 PM,roof
185371081,8451,Omaha,NE,6/13/2018 10:25:44 PM,complete
185371082,117692,Council Grove,KS,6/13/2018 10:25:45 PM,roof
185371086,117583,Lawrence,KS,6/13/2018 10:30:37 PM,complete
185371111,134061,Lenexa,KS,6/13/2018 10:40:37 PM,roof
185371116,15314,Louisburg,KS,6/13/2018 10:43:55 PM,roof
185371120,108671,Dighton,KS,6/13/2018 10:47:02 PM,complete
185371137,132261,Oak Point,TX,6/13/2018 10:55:29 PM,roof
185371144,142580,Choctaw,OK,6/13/2018 11:01:34 PM,complete
185371158,22484,Wood River,NE,6/13/2018 11:13:51 PM,roof
185371159,43877,Oklahoma City,OK,6/13/2018 11:15:28 PM,complete
185371190,134217,Georgetown,TX,6/13/2018 11:35:26 PM,complete
185371199,27213,Omaha,NE,6/13/2018 11:45:02 PM,complete
185371205,14129,Cypress,TX,6/13/2018 11:47:11 PM,complete
185371227,24329,Houston,TX,6/14/2018 12:04:59 AM,complete
185371229,35280,Killeen,TX,6/14/2018 12:05:34 AM,complete
185371236,78037,Independence,KS,6/14/2018 12:15:48 AM,complete
185371237,34789,Omaha,NE,6/14/2018 12:17:44 AM,complete
185371256,24329,Sugar Land,TX,6/14/2018 12:45:03 AM,roof
185371269,78052,Trenton,TX,6/14/2018 1:15:04 AM,complete
185371277,8395,Holcomb,KS,6/14/2018 1:29:53 AM,complete
185371278,23198,Wichita,KS,6/14/2018 1:31:21 AM,complete
185371280,150693,Georgetown,TX,6/14/2018 1:40:38 AM,roof_estimate
185371359,8395,Carrollton,TX,6/14/2018 12:08:27 PM,complete
185371384,8395,Bismarck,ND,6/14/2018 12:39:59 PM,complete
185371393,132261,Carrollton,TX,6/14/2018 12:42:04 PM,roof_estimate
185371425,123998,Mansfield,SD,6/14/2018 1:05:33 PM,complete
185371434,132261,Carrollton,TX,6/14/2018 1:12:58 PM,roof
185371435,147035,Katy,TX,6/14/2018 1:13:44 PM,complete
185371445,131630,Mondamin,NE,6/14/2018 1:18:40 PM,complete
185371455,8423,Richwood,TX,6/14/2018 1:24:57 PM,complete
185371462,123998,Columbus,NE,6/14/2018 1:32:59 PM,complete
185371467,123998,Columbus,NE,6/14/2018 1:37:29 PM,complete
185371479,123998,Columbus,NE,6/14/2018 1:47:32 PM,complete
185371492,150693,Austin,TX,6/14/2018 1:52:14 PM,complete
185371500,32450,Sioux Falls,SD,6/14/2018 1:56:04 PM,complete
185371508,123998,Gretna,NE,6/14/2018 2:00:35 PM,complete
185371511,123998,Columbus,NE,6/14/2018 2:03:00 PM,complete
185371523,132261,Frisco,TX,6/14/2018 2:08:44 PM,roof_estimate
185371529,123998,Columbus,NE,6/14/2018 2:11:44 PM,complete
185371541,105801,Friendswood,TX,6/14/2018 2:18:44 PM,complete
185371542,108671,Dighton,KS,6/14/2018 2:19:28 PM,complete
185371544,123998,Columbus,NE,6/14/2018 2:20:22 PM,complete
185371559,129383,Edwardsville,KS,6/14/2018 2:29:02 PM,complete
185371565,108671,Dighton,KS,6/14/2018 2:32:03 PM,complete
185371582,123998,Louisville,NE,6/14/2018 2:35:53 PM,complete
185371594,123998,Gretna,NE,6/14/2018 2:40:19 PM,complete
185371598,118623,San Antonio,TX,6/14/2018 2:43:56 PM,complete
185371599,101780,Kansas City,KS,6/14/2018 2:43:56 PM,complete
185371603,27852,Clifford,ND,6/26/2018 12:36:26 PM,complete
185371604,132261,Carrollton,TX,6/14/2018 2:49:01 PM,roof
185371606,122987,Carrollton,TX,6/14/2018 2:50:01 PM,complete
185371621,123998,Columbus,NE,6/14/2018 2:53:04 PM,complete
185371623,123998,Gretna,NE,6/14/2018 2:53:30 PM,complete
185371629,123998,Cedar Creek,NE,6/14/2018 2:56:03 PM,complete
185371631,123998,Columbus,NE,6/14/2018 2:58:43 PM,complete
185371633,139472,Bedford,TX,6/14/2018 2:58:46 PM,complete
185371644,136425,Pflugerville,TX,3/1/2019 3:00:53 PM,complete
185371655,104730,Lewisville,TX,6/14/2018 3:05:27 PM,complete
185371657,8822,Omaha,NE,6/14/2018 3:05:42 PM,complete
185371660,123998,Dodge,NE,6/14/2018 3:06:36 PM,complete
185371663,44390,Rapid City,SD,6/14/2018 3:06:55 PM,roof
185371664,123998,Louisville,NE,6/14/2018 3:06:59 PM,complete
185371680,123998,Omaha,NE,6/14/2018 3:11:34 PM,complete
185371699,150693,Austin,TX,6/14/2018 3:14:24 PM,complete
185371700,123998,Gretna,NE,6/14/2018 3:15:48 PM,complete
185371705,123998,Wymore,NE,6/14/2018 3:17:40 PM,complete
185371710,132261,Carrollton,TX,6/14/2018 3:18:47 PM,roof_estimate
185371714,123998,Columbus,NE,6/14/2018 3:19:28 PM,complete
185371724,11589,Harper,KS,6/14/2018 3:22:19 PM,complete
185371761,78052,Dallas,TX,6/14/2018 3:33:38 PM,complete
185371767,123998,Columbus,NE,6/14/2018 3:34:43 PM,complete
185371775,123998,Lincoln,NE,6/14/2018 3:37:46 PM,complete
185371784,34789,Omaha,NE,6/14/2018 3:41:23 PM,complete
185371800,123998,Columbus,NE,6/14/2018 3:49:42 PM,complete
185371817,123998,Gretna,NE,6/14/2018 3:56:28 PM,complete
185371820,123998,Wisner,NE,6/14/2018 3:56:33 PM,complete
185371824,150693,Austin,TX,6/14/2018 3:57:08 PM,roof_estimate
185371827,14640,Mission,KS,6/14/2018 3:57:40 PM,complete
185371829,24276,Carrollton,TX,6/14/2018 4:01:08 PM,complete
185371830,143202,Hartford,SD,6/14/2018 4:01:08 PM,roof
185371847,123998,Columbus,NE,6/14/2018 4:09:48 PM,complete
185371848,8785,Fremont,NE,6/14/2018 4:10:23 PM,roof
185371854,122726,Girard,KS,6/14/2018 4:11:11 PM,roof
185371857,123998,Springfield,NE,6/14/2018 4:11:34 PM,complete
185371866,123998,Columbus,NE,6/14/2018 4:15:35 PM,complete
185371868,129708,Rapid City,SD,6/14/2018 4:15:54 PM,roof
185371876,150693,Georgetown,TX,6/14/2018 4:20:43 PM,roof
185371885,123998,Wymore,NE,6/14/2018 4:23:12 PM,complete
185371898,150693,Round Rock,TX,6/14/2018 4:30:22 PM,roof_estimate
185371921,47089,Carrollton,TX,6/14/2018 4:40:59 PM,roof
185371925,11589,Smith Center,KS,6/14/2018 4:42:14 PM,complete
185371931,122987,Carrollton,TX,6/14/2018 4:43:29 PM,complete
185371942,123998,Columbus,NE,6/14/2018 4:45:34 PM,complete
185371946,47089,Carrollton,TX,6/14/2018 4:48:09 PM,roof
185371965,123998,Papillion,NE,6/14/2018 4:55:25 PM,complete
185371971,47089,Carrollton,TX,6/14/2018 4:57:38 PM,roof
185371977,150693,Georgetown,TX,6/14/2018 5:00:38 PM,roof_estimate
185371984,123998,Lawrence,NE,6/14/2018 5:03:33 PM,complete
185371985,9076,San Antonio,TX,6/14/2018 5:03:34 PM,complete
185371987,38312,Mesquite,TX,6/14/2018 5:03:49 PM,complete
185371989,123998,Springfield,NE,6/14/2018 5:03:57 PM,complete
185371993,123998,Cedar Creek,NE,6/14/2018 5:05:49 PM,complete
185371994,68002,Houston,TX,6/14/2018 5:06:06 PM,complete
185372004,123998,West Point,NE,6/14/2018 5:11:26 PM,complete
185372013,118623,San Antonio,TX,6/14/2018 5:14:22 PM,complete
185372020,123998,Cedar Creek,NE,6/14/2018 5:17:17 PM,complete
185372025,132261,Carrollton,TX,6/14/2018 5:18:51 PM,complete
185372033,10575,Lincoln,NE,6/14/2018 5:24:27 PM,complete
185372040,123998,Pawnee City,NE,6/14/2018 5:26:06 PM,complete
185372043,141856,Farmers Branch,TX,6/14/2018 5:26:51 PM,roof
185372054,122987,Carrollton,TX,6/14/2018 5:29:39 PM,roof
185372055,132261,Coppell,TX,6/14/2018 5:29:43 PM,roof_estimate
185372069,117067,San Antonio,TX,6/14/2018 5:34:04 PM,complete
185372070,108671,Ness City,KS,6/14/2018 5:34:46 PM,complete
185372078,146517,Broken Arrow,OK,6/14/2018 5:36:45 PM,complete
185372100,123998,Columbus,NE,6/14/2018 5:43:04 PM,complete
185372107,78052,Oklahoma City,OK,6/14/2018 5:45:05 PM,complete
185372118,123998,Columbus,NE,6/14/2018 5:48:11 PM,complete
185372131,24329,Houston,TX,6/14/2018 5:53:48 PM,complete
185372149,78042,Independence,KS,6/14/2018 5:57:38 PM,complete
185372163,123998,Cedar Rapids,NE,6/14/2018 6:02:23 PM,complete
185372178,11589,Wichita,KS,6/14/2018 6:07:05 PM,complete
185372187,123998,Cedar Creek,NE,6/14/2018 6:09:40 PM,complete
185372188,27852,Jamestown,ND,6/14/2018 8:15:57 PM,complete
185372189,35280,San Antonio,TX,6/14/2018 6:10:15 PM,complete
185372194,24329,Houston,TX,6/14/2018 6:15:55 PM,roof
185372222,123998,Sidney,NE,6/14/2018 6:27:03 PM,complete
185372225,68002,Spring,TX,6/14/2018 6:28:05 PM,complete
185372226,78052,Durant,OK,6/14/2018 6:28:34 PM,complete
185372240,141651,Independence,KS,6/14/2018 6:33:07 PM,roof
185372263,109071,Friend,NE,6/14/2018 6:40:54 PM,roof
185372312,132261,Carrollton,TX,6/14/2018 6:57:21 PM,roof
185372319,32610,Inola,OK,6/14/2018 7:03:08 PM,complete
185372323,123998,Wagner,SD,6/14/2018 7:04:48 PM,complete
185372324,68002,Conroe,TX,6/14/2018 7:04:52 PM,complete
185372345,123998,Columbus,NE,6/14/2018 7:13:56 PM,complete
185372361,123998,Mansfield,SD,6/14/2018 7:18:02 PM,complete
185372363,138803,Independence,KS,6/14/2018 7:19:41 PM,roof
185372383,17280,Norfolk,NE,6/14/2018 7:25:21 PM,complete
185372387,8787,Omaha,NE,6/14/2018 7:26:01 PM,complete
185372391,32610,Inola,OK,6/14/2018 7:27:55 PM,complete
185372395,123998,Table Rock,NE,6/14/2018 7:29:44 PM,complete
185372400,120331,Lenexa,KS,6/14/2018 7:31:46 PM,complete
185372442,104730,Carrollton,TX,6/14/2018 7:54:51 PM,complete
185372445,123998,West Point,NE,6/14/2018 7:55:22 PM,complete
185372447,123998,West Point,NE,6/14/2018 7:55:44 PM,complete
185372451,78052,Jefferson,TX,6/14/2018 7:56:18 PM,complete
185372464,132261,McKinney,TX,6/14/2018 8:00:53 PM,complete
185372465,39212,Fort Worth,TX,6/14/2018 8:00:58 PM,roof
185372474,123998,Elm Creek,NE,6/14/2018 8:05:44 PM,complete
185372477,143660,Sugarland,TX,6/14/2018 8:07:48 PM,complete
185372486,147101,La Porte,TX,6/14/2018 8:11:45 PM,complete
185372488,132261,Coppell,TX,6/14/2018 8:13:44 PM,roof
185372502,123998,Columbus,NE,6/14/2018 8:17:50 PM,complete
185372508,122987,Carrollton,TX,6/14/2018 8:18:39 PM,roof
185372509,8785,Omaha,NE,6/14/2018 8:19:33 PM,complete
185372519,123998,Table Rock,NE,6/14/2018 8:25:03 PM,complete
185372523,123998,Winner,SD,6/14/2018 8:26:34 PM,complete
185372674,123998,Elk Creek,NE,6/14/2018 9:37:44 PM,complete
185372676,22484,Roseland,NE,6/14/2018 9:38:30 PM,roof
185372678,123685,Wichita,KS,6/14/2018 9:39:54 PM,complete
185372688,24128,Overland Park,KS,6/14/2018 9:45:20 PM,roof
185372698,14640,Fort Worth,TX,6/14/2018 9:50:54 PM,complete
185372703,134151,Omaha,NE,6/14/2018 9:52:14 PM,complete
185372714,142832,Pearland,TX,6/14/2018 9:58:01 PM,roof
185372722,13671,Omaha,NE,6/14/2018 10:03:09 PM,complete
185372724,122726,Girard,KS,6/14/2018 10:03:43 PM,complete
185372773,78052,Allen,TX,6/14/2018 10:38:59 PM,complete
185372788,127218,Prosper,TX,6/14/2018 10:54:58 PM,roof
185372791,24329,Spring,TX,6/14/2018 10:56:08 PM,roof
185372801,118623,San Antonio,TX,6/14/2018 11:03:20 PM,complete
185372806,78052,Dallas,TX,6/14/2018 11:09:24 PM,complete
185372809,8785,Papillion,NE,6/14/2018 11:11:52 PM,roof
185372843,47089,Carrollton,TX,6/14/2018 11:39:39 PM,complete
185372886,108799,Aransas Pass,TX,6/15/2018 12:29:40 AM,complete
185372889,143394,Edmond,OK,6/15/2018 12:33:00 AM,complete
185372899,138290,Lyndon,KS,6/15/2018 1:03:52 AM,complete
185372926,22484,Cedar Creek,NE,6/15/2018 2:17:05 AM,complete
185373010,132834,Olathe,KS,6/15/2018 12:44:32 PM,roof
